must,töötamine,13
must,toimik,13
must,püssirohi,13
must,põrand,13
must,põhi,13
must,pluus,13
must,notsu,13
must,ningo,13
must,nahkpüks,13
must,linn,13
must,küünealune,13
must,kumm,13
must,kulm,13
must,katk,13
must,kapuuts,13
must,kala,13
must,have,13
must,aine,13
kollane,jope,13
hall,katus,13
valge,vatt,12
valge,tolm,12
valge,taskurätik,12
valge,sinep,12
valge,side,12
valge,selg,12
valge,seelik,12
valge,rott,12
valge,ristikhein,12
valge,rant,12
valge,puu,12
valge,puru,12
valge,poiss,12
valge,orbit,12
valge,noormees,12
valge,mpv-kvaliteetvein,12
valge,mägi,12
valge,kuningas,12
valge,kana,12
valge,jutt,12
valge,jänes,12
valge,hunt,12
valge,buss,12
valge,botas,12
sinine,veri,12
sinine,värvitoon,12
sinine,tint,12
sinine,sokk,12
sinine,pintsak,12
sinine,osa,12
sinine,maja,12
sinine,lõvi,12
sinine,laser,12
sinine,lamp,12
sinine,laik,12
roosa,unistus,12
roosa,metskond,12
roheline,vaip,12
roheline,vaade,12
roheline,sõrm,12
roheline,prügikast,12
roheline,organisatsioon,12
roheline,loodus,12
roheline,köögivili,12
roheline,kärbseseen,12
punane,viinamari,12
punane,T-särk,12
punane,sein,12
punane,poi,12
punane,penn,12
punane,masin,12
punane,keel,12
pruun,paber,12
pruun,nahktagi,12
pruun,mees,12
pruun,kääbus,12
must,tuba,12
must,pael,12
must,nahkmantel,12
must,nahkjope,12
must,maaveri,12
must,loom,12
must,liiv,12
must,leinalint,12
must,laps,12
must,karu,12
must,kapten,12
must,kadedus,12
must,jakk,12
kollane,koor,12
kollane,kartul,12
kollane,kaas,12
kollane,jõgi,12
hall,ümbrus,12
hall,stsenaarium,12
hall,riie,12
hall,maailm,12
hall,lokk,12
hall,laik,12
hall,hoone,12
valge,võim,11
valge,vesiroos,11
valge,tulp,11
valge,taldrik,11
valge,tablett,11
valge,punkt,11
valge,paviljon,11
valge,müra,11
valge,majake,11
valge,kübar,11
valge,kaardivägi,11
valge,juut,11
valge,jahu,11
valge,jää,11
valge,invertsuhkur,11
valge,ingel,11
valge,hotell,11
valge,hommik,11
valge,hobu,11
sinine,valgustus,11
sinine,tablett,11
sinine,mees,11
sinine,kaart,11
sinine,dress,11
roosa,majandusleht,11
roosa,kampsun,11
roheline,vöö,11
roheline,vilkur,11
roheline,vanill,11
roheline,uudis,11
roheline,ühendus,11
roheline,ruum,11
roheline,konteiner,11
roheline,aeg,11
punane,trepp,11
punane,tempel,11
punane,puri,11
punane,liivakivi,11
punane,kraana,11
punane,klaas,11
punane,hobune,11
punane,elavhõbe,11
punane,asi,11
punane,ahjukütus,11
pruun,selg,11
pruun,nägu,11
pruun,mantel,11
pruun,koloriit,11
pruun,kleit,11
must,värvus,11
must,tulp,11
must,suitsupilv,11
must,siluett,11
must,ruum,11
must,põll,11
must,poiss,11
must,periood,11
must,mapp,11
must,maakler,11
must,kuju,11
must,klahv,11
must,karp,11
must,džiip,11
must,börs,11
kollane,tibu,11
kollane,puumaja,11
kollane,nupp,11
kollane,nartsiss,11
kollane,lehekülg,11
kollane,huntmees,11
hall,vanamees,11
hall,tolm,11
hall,rajamine,11
hall,majandus,11
hall,koht,11
hall,keskpärasus,11
hall,kaabu,11
hall,hämarus,11
hall,graniit,11
valge,vägi,10
valge,tutt,10
valge,suveöö,10
valge,sukk,10
valge,sibul,10
valge,saabas,10
valge,putka,10
valge,plekk,10
valge,pearätt,10
valge,pael,10
valge,nool,10
valge,mikrobuss,10
valge,liivarand,10
valge,lagi,10
valge,kile,10
valge,jalg,10
valge,foon,10
valge,ahv,10
sinine,vedelik,10
sinine,unistus,10
sinine,tass,10
sinine,täht,10
sinine,rist,10
sinine,pliiats,10
sinine,pärl,10
sinine,muhk,10
sinine,käoking,10
sinine,esmaspäev,10
sinine,dressipüksid,10
roosa,leht,10
roheline,vorm,10
roheline,tiib,10
roheline,täpp,10
roheline,silt,10
roheline,püks,10
roheline,pool,10
roheline,plats,10
roheline,pintsak,10
roheline,pilt,10
roheline,park,10
roheline,ookean,10
roheline,müts,10
roheline,mägi,10
roheline,kott,10
roheline,kampsun,10
roheline,juhatus,10
roheline,ilmavaade,10
punane,udu,10
punane,tuletõrjeauto,10
punane,setter,10
punane,sete,10
punane,savi,10
punane,saabas,10
punane,pärl,10
punane,nokk,10
punane,maa,10
punane,leek,10
punane,lammas,10
punane,kuma,10
punane,hari,10
pruun,täpp,10
pruun,püks,10
must,vedelik,10
must,valgus,10
must,tiib,10
must,tegija,10
must,sulejope,10
must,september,10
must,paun,10
must,nali,10
must,mulk,10
must,mersu,10
must,meeleolu,10
must,meel,10
must,mänd,10
must,laud,10
must,külg,10
must,korpus,10
